User_Login,User_Code,Up_To_Semester,Term_ID,Major_ID,Campus,Value,Total_Grade,Total_Credit,Average_Grade
huongpttph34059,PH34059,2,50,33,ph,1,234.8,29,8.09655
manhdqph34060,PH34060,2,50,28,ph,1,231.3,29,7.97586
dungntph34066,PH34066,2,50,33,ph,1,190.4,27,7.05185
tuanncph34072,PH34072,2,50,33,ph,1,184.1,23,8.00435
hoangntph34074,PH34074,2,50,33,ph,1,275.2,31,8.87742
anhttlph34075,PH34075,2,50,33,ph,1,257.9,31,8.31935
giangdtph34079,PH34079,2,50,33,ph,1,114.2,18,6.34444
thanhnxph34085,PH34085,2,50,28,ph,1,247.6,29,8.53793
haulxph34086,PH34086,2,50,33,ph,1,203.4,26,7.82308
tungnvph34089,PH34089,2,50,33,ph,1,219.3,30,7.31000
hoangbvph34091,PH34091,2,50,33,ph,1,100.8,14,7.20000
phucnhph34092,PH34092,2,50,33,ph,1,226.3,29,7.80345
tungvvph34095,PH34095,2,50,33,ph,1,208.5,29,7.18966
truongpqph34103,PH34103,2,50,33,ph,1,182.4,27,6.75556
nguyenvhph34110,PH34110,2,50,28,ph,1,200.1,27,7.41111
khoabmph34115,PH34115,2,50,30,ph,1,147.8,22,6.71818
thanhnnph34122,PH34122,2,50,28,ph,1,110.3,18,6.12778
anntph34131,PH34131,2,50,28,ph,1,269.7,36,7.49167
vinhmqph34135,PH34135,2,50,33,ph,1,189.4,23,8.23478
anhtvph34138,PH34138,2,50,28,ph,1,204.6,27,7.57778
vuddph34143,PH34143,2,50,34,ph,1,211.8,28,7.56429
minhntph34147,PH34147,2,50,33,ph,1,237.0,33,7.18182
quangdvph34150,PH34150,2,50,33,ph,1,161.1,23,7.00435
dungldph34153,PH34153,2,50,33,ph,1,272.2,29,9.38621
gamntph34159,PH34159,2,50,33,ph,1,276.3,33,8.37273
anhhqph34162,PH34162,2,50,28,ph,1,220.5,27,8.16667
annbph34166,PH34166,2,50,30,ph,1,227.3,30,7.57667
yenptkph34168,PH34168,2,50,33,ph,1,254.8,29,8.78621
datntph34171,PH34171,2,50,33,ph,1,242.3,29,8.35517
phuongdtph34176,PH34176,2,50,33,ph,1,185.2,24,7.71667
ducvmph34185,PH34185,2,50,28,ph,1,146.4,22,6.65455
congvcph34193,PH34193,2,50,33,ph,1,191.2,26,7.35385
tudaph34196,PH34196,2,50,28,ph,1,181.1,25,7.24400
khaipmph34200,PH34200,2,50,33,ph,1,187.4,23,8.14783
dungntph34206,PH34206,2,50,28,ph,1,160.9,23,6.99565
linhnxph34207,PH34207,2,50,28,ph,1,151.2,21,7.20000
thaictph34216,PH34216,2,50,28,ph,1,215.4,27,7.97778
nghianhph34218,PH34218,2,50,28,ph,1,219.9,27,8.14444
thanhtcph34219,PH34219,2,50,34,ph,1,227.4,27,8.42222
tuongbcph34233,PH34233,2,50,33,ph,1,218.4,28,7.80000
giadtnph34236,PH34236,2,50,33,ph,1,235.7,30,7.85667
datttph34240,PH34240,2,50,28,ph,1,192.9,24,8.03750
hiennhph34243,PH34243,2,50,33,ph,1,139.1,17,8.18235
canhddph34245,PH34245,2,50,33,ph,1,225.2,29,7.76552
anhntph34247,PH34247,2,50,33,ph,1,224.9,29,7.75517
hungtqph34251,PH34251,2,50,33,ph,1,166.2,23,7.22609
duydvph34260,PH34260,2,50,33,ph,1,30.6,5,6.12000
quyendvph34264,PH34264,2,50,33,ph,1,215.0,30,7.16667
anhntph34266,PH34266,2,50,33,ph,1,263.7,29,9.09310
giapdqph34273,PH34273,2,50,30,ph,1,249.1,30,8.30333
anhchph34274,PH34274,2,50,28,ph,1,199.2,28,7.11429
huynqph34275,PH34275,2,50,33,ph,1,158.1,24,6.58750
ducpmph34277,PH34277,2,50,28,ph,1,238.2,27,8.82222
phuonghvph34283,PH34283,2,50,28,ph,1,192.9,24,8.03750
hieuncph34291,PH34291,2,50,33,ph,1,133.5,17,7.85294
quangndph34292,PH34292,2,50,30,ph,1,221.8,30,7.39333
tuanpnph34294,PH34294,2,50,28,ph,1,194.1,26,7.46538
chunglqph34298,PH34298,2,50,28,ph,1,216.3,27,8.01111
quangdmph34312,PH34312,2,50,28,ph,1,195.3,27,7.23333
toannhph34314,PH34314,2,50,33,ph,1,113.0,14,8.07143
duypkph34320,PH34320,2,50,28,ph,1,259.9,33,7.87576
vietlhph34321,PH34321,2,50,33,ph,1,144.1,21,6.86190
datnvph34326,PH34326,2,50,33,ph,1,269.4,33,8.16364
thaihvph34328,PH34328,2,50,33,ph,1,208.0,29,7.17241
nghialtph34330,PH34330,2,50,33,ph,1,196.7,26,7.56538
thanhkvph34331,PH34331,2,50,28,ph,1,234.6,27,8.68889
vulvph34332,PH34332,2,50,28,ph,1,232.1,33,7.03333
truongnhlph34333,PH34333,2,50,33,ph,1,180.9,27,6.70000
thanhvvph34342,PH34342,2,50,34,ph,1,271.0,31,8.74194
tungdqph34343,PH34343,2,50,28,ph,1,165.9,24,6.91250
giapnvph34346,PH34346,1,50,33,ph,1,93.6,12,7.80000
tungltph34350,PH34350,2,50,33,ph,1,253.5,33,7.68182
dungptph34354,PH34354,2,50,28,ph,1,201.6,27,7.46667
huynvph34362,PH34362,2,50,33,ph,1,217.2,26,8.35385
tuanvaph34363,PH34363,2,50,30,ph,1,189.7,26,7.29615
hiepthph34373,PH34373,2,50,33,ph,1,189.1,26,7.27308
namddph34374,PH34374,2,50,30,ph,1,213.9,30,7.13000
tuannvph34376,PH34376,2,51,28,ph,1,231.3,30,7.71000
sangdmph34381,PH34381,2,50,33,ph,1,246.2,29,8.48966
sonnntph34383,PH34383,2,50,33,ph,1,279.2,33,8.46061
ducnhph34385,PH34385,2,50,33,ph,1,175.5,23,7.63043
thucntph34389,PH34389,2,50,30,ph,1,264.0,33,8.00000
trinhhvph34394,PH34394,2,50,28,ph,1,189.9,24,7.91250
duytvph34395,PH34395,2,50,33,ph,1,199.6,29,6.88276
lanntph34396,PH34396,2,50,33,ph,1,137.4,18,7.63333
hungvtph34397,PH34397,2,50,28,ph,1,156.9,23,6.82174
vuhalph34402,PH34402,2,50,28,ph,1,218.7,30,7.29000
hoangnpvph34404,PH34404,2,50,33,ph,1,200.3,26,7.70385
ngocltph34408,PH34408,2,50,28,ph,1,216.9,27,8.03333
duongntph34410,PH34410,2,50,28,ph,1,176.9,23,7.69130
dungvvph34412,PH34412,2,50,33,ph,1,126.9,17,7.46471
trungdhph34413,PH34413,2,50,33,ph,1,273.6,33,8.29091
khanhtdph34414,PH34414,2,50,28,ph,1,259.7,33,7.86970
minhphph34417,PH34417,1,50,33,ph,1,103.8,12,8.65000
sonlvph34421,PH34421,2,50,33,ph,1,170.0,23,7.39130
namntph34428,PH34428,2,50,33,ph,1,174.1,23,7.56957
cuonghtph34430,PH34430,2,50,30,ph,1,275.6,33,8.35152
sungptph34432,PH34432,2,50,33,ph,1,201.1,30,6.70333
longnhph34433,PH34433,2,50,28,ph,1,174.5,27,6.46296
quangnhph34434,PH34434,2,50,30,ph,1,243.8,33,7.38788
kienntph34436,PH34436,2,50,28,ph,1,261.9,33,7.93636
yennnph34437,PH34437,2,50,33,ph,1,163.0,24,6.79167
quannhph34440,PH34440,2,50,33,ph,1,116.9,18,6.49444
hungpvph34445,PH34445,2,50,33,ph,1,165.4,23,7.19130
thanhdnph34447,PH34447,2,50,28,ph,1,243.5,33,7.37879
huynnph34448,PH34448,2,50,33,ph,1,260.6,29,8.98621
tunmph34449,PH34449,2,50,28,ph,1,203.7,27,7.54444
quanglmph34454,PH34454,2,50,28,ph,1,201.3,24,8.38750
namdhph34455,PH34455,2,50,30,ph,1,257.9,33,7.81515
phucnvph34459,PH34459,2,50,33,ph,1,229.1,31,7.39032
baonnph34468,PH34468,2,50,33,ph,1,255.3,33,7.73636
dungvtph34469,PH34469,2,50,28,ph,1,220.8,27,8.17778
thainvph34472,PH34472,2,50,33,ph,1,221.8,29,7.64828
chungntph34482,PH34482,2,50,33,ph,1,172.8,23,7.51304
thanhpvnph34491,PH34491,2,50,28,ph,1,234.7,30,7.82333
lamntph34492,PH34492,2,50,30,ph,1,259.7,33,7.86970
anhtvph34501,PH34501,2,50,33,ph,1,235.1,29,8.10690
ducntph34504,PH34504,2,50,33,ph,1,229.7,30,7.65667
duyddph34514,PH34514,2,50,34,ph,1,82.5,12,6.87500
phongndph34515,PH34515,2,50,34,ph,1,122.4,18,6.80000
hieulmph34519,PH34519,2,50,33,ph,1,175.4,23,7.62609
hahmph34521,PH34521,2,50,30,ph,1,164.0,24,6.83333
binhpxph34529,PH34529,2,50,33,ph,1,204.3,29,7.04483
trongbdph34530,PH34530,2,50,33,ph,1,240.7,33,7.29394
giangpxph34542,PH34542,2,50,30,ph,1,268.3,33,8.13030
namhhph34544,PH34544,2,50,28,ph,1,262.5,33,7.95455
thuchmph34547,PH34547,2,50,33,ph,1,225.6,29,7.77931
ducvxph34548,PH34548,2,50,33,ph,1,267.7,29,9.23103
duyndph34554,PH34554,2,50,30,ph,1,268.1,33,8.12424
tubaph34555,PH34555,2,50,33,ph,1,276.8,33,8.38788
anhhvph34558,PH34558,2,50,33,ph,1,143.2,20,7.16000
congntph34559,PH34559,2,50,30,ph,1,285.1,33,8.63939
quangnvph34562,PH34562,2,50,28,ph,1,100.5,15,6.70000
datntph34568,PH34568,2,50,33,ph,1,257.3,29,8.87241
longdqph34569,PH34569,2,50,34,ph,1,150.0,21,7.14286
daitdph34572,PH34572,2,50,33,ph,1,219.0,29,7.55172
congndph34585,PH34585,2,50,33,ph,1,260.0,33,7.87879
hungknph34593,PH34593,2,50,30,ph,1,236.2,33,7.15758
quanpaph34595,PH34595,2,50,33,ph,1,149.0,20,7.45000
tuanlaph34596,PH34596,2,50,28,ph,1,52.1,8,6.51250
duongnmph34598,PH34598,2,51,28,ph,1,244.6,34,7.19412
hientdph34599,PH34599,2,50,33,ph,1,233.8,33,7.08485
truongddph34600,PH34600,2,50,33,ph,1,228.5,29,7.87931
huylvph34601,PH34601,2,50,33,ph,1,186.2,26,7.16154
ducnvph34602,PH34602,2,50,33,ph,1,203.7,30,6.79000
hanhdnph34605,PH34605,2,50,33,ph,1,103.8,15,6.92000
huongnvph34607,PH34607,2,50,33,ph,1,268.8,29,9.26897
nguyenhtph34608,PH34608,2,50,28,ph,1,206.4,30,6.88000
hoangdhph34609,PH34609,2,50,34,ph,1,144.0,21,6.85714
khanhpnph34611,PH34611,2,50,33,ph,1,258.7,33,7.83939
namntph34613,PH34613,2,50,33,ph,1,183.8,26,7.06923
anhntph34614,PH34614,1,50,33,ph,1,40.2,6,6.70000
huyenvtph34619,PH34619,2,50,33,ph,1,174.3,23,7.57826
namnpph34628,PH34628,1,50,28,ph,1,44.4,6,7.40000
khaildph34641,PH34641,2,50,28,ph,1,280.5,33,8.50000
tuanvvph34645,PH34645,2,50,28,ph,1,252.8,29,8.71724
hungndph34648,PH34648,2,50,33,ph,1,245.0,33,7.42424
dangnmph34649,PH34649,2,50,30,ph,1,259.5,33,7.86364
minhhqph34650,PH34650,2,50,28,ph,1,215.5,30,7.18333
nhungdtph34655,PH34655,2,50,33,ph,1,245.5,29,8.46552
kientvph34658,PH34658,2,50,33,ph,1,121.1,18,6.72778
quyenktph34660,PH34660,2,50,28,ph,1,205.7,30,6.85667
hieundph34662,PH34662,2,50,30,ph,1,117.8,18,6.54444
thinhmtph34666,PH34666,2,50,33,ph,1,183.3,26,7.05000
khanhnqph34669,PH34669,2,50,33,ph,1,240.5,29,8.29310
nhittnph34670,PH34670,2,50,33,ph,1,217.2,24,9.05000
giangntph34672,PH34672,2,50,33,ph,1,206.6,29,7.12414
quyetdtph34674,PH34674,2,50,33,ph,1,232.4,29,8.01379
phucnhph34678,PH34678,2,50,33,ph,1,252.7,29,8.71379
huybqph34681,PH34681,2,50,33,ph,1,225.1,29,7.76207
truongtdph34682,PH34682,2,50,33,ph,1,237.4,29,8.18621
hopcxph34686,PH34686,2,50,28,ph,1,257.8,29,8.88966
hieuntph34687,PH34687,2,50,28,ph,1,196.8,27,7.28889
anhnqhph34688,PH34688,2,50,28,ph,1,227.3,29,7.83793
truongnxph34691,PH34691,2,50,33,ph,1,147.9,20,7.39500
anhptph34700,PH34700,2,50,34,ph,1,145.2,21,6.91429
namlpph34705,PH34705,2,50,34,ph,1,186.0,27,6.88889
lucttph34707,PH34707,2,50,33,ph,1,200.5,26,7.71154
thainvph34711,PH34711,2,50,28,ph,1,215.5,29,7.43103
thuongntph34714,PH34714,2,50,33,ph,1,206.4,27,7.64444
minhhdph34718,PH34718,2,50,28,ph,1,258.2,33,7.82424
thuttph34719,PH34719,2,50,33,ph,1,176.4,24,7.35000
nghiannph34722,PH34722,1,50,33,ph,1,44.1,6,7.35000
lamhhph34723,PH34723,2,50,28,ph,1,253.5,33,7.68182
cuongbvph34738,PH34738,2,50,30,ph,1,237.3,30,7.91000
vinhdqph34739,PH34739,2,50,28,ph,1,31.1,5,6.22000
phuocncph34740,PH34740,2,50,33,ph,1,200.0,30,6.66667
cuongnqph34745,PH34745,2,50,33,ph,1,235.1,30,7.83667
dungptph34747,PH34747,2,50,30,ph,1,158.9,24,6.62083
hanhntph34748,PH34748,2,50,33,ph,1,277.2,33,8.40000
vupdph34756,PH34756,2,50,33,ph,1,230.7,29,7.95517
manhnnph34757,PH34757,2,50,28,ph,1,266.1,29,9.17586
hieutvph34758,PH34758,1,50,33,ph,1,72.3,9,8.03333
giangnthph34761,PH34761,2,50,28,ph,1,246.8,29,8.51034
hoangndph34769,PH34769,2,50,33,ph,1,158.1,21,7.52857
binhtxph34770,PH34770,2,50,28,ph,1,226.5,29,7.81034
hieundph34772,PH34772,2,50,33,ph,1,272.9,33,8.26970
hattph34774,PH34774,2,50,33,ph,1,260.1,33,7.88182
ngoclvph34778,PH34778,2,50,28,ph,1,233.3,33,7.06970
yenphph34781,PH34781,2,50,30,ph,1,270.2,33,8.18788
dunghcph34789,PH34789,2,50,33,ph,1,148.3,20,7.41500
cuongtdph34791,PH34791,2,50,28,ph,1,149.7,20,7.48500
tuantvph34792,PH34792,1,51,33,ph,1,111.2,16,6.95000
thaivvph34795,PH34795,2,50,28,ph,1,192.6,26,7.40769
luongtvph34802,PH34802,2,50,33,ph,1,248.5,29,8.56897
haundph34804,PH34804,2,50,33,ph,1,166.4,23,7.23478
haivdph34805,PH34805,2,50,30,ph,1,216.1,30,7.20333
ducnaph34806,PH34806,2,50,33,ph,1,257.1,33,7.79091
linhsvhph34812,PH34812,2,50,33,ph,1,232.4,29,8.01379
hoangnkph34813,PH34813,2,50,33,ph,1,202.4,26,7.78462
thaodtph34814,PH34814,2,50,28,ph,1,244.6,29,8.43448
ducnmph34821,PH34821,2,50,33,ph,1,216.3,26,8.31923
thanhntph34835,PH34835,2,50,30,ph,1,163.1,24,6.79583
haidvph34836,PH34836,2,50,34,ph,1,202.0,28,7.21429
vietnqph34837,PH34837,2,50,33,ph,1,128.0,17,7.52941
tainbdph34838,PH34838,2,50,28,ph,1,74.6,12,6.21667
hungntph34840,PH34840,2,50,33,ph,1,162.0,24,6.75000
lammvph34843,PH34843,2,50,33,ph,1,117.9,17,6.93529
phuongtqph34844,PH34844,2,50,33,ph,1,232.8,33,7.05455
sondhph34846,PH34846,2,50,33,ph,1,202.7,26,7.79615
cuongtcph34849,PH34849,2,50,28,ph,1,244.1,29,8.41724
nambhph34852,PH34852,2,50,33,ph,1,182.7,25,7.30800
phucvvph34858,PH34858,2,50,30,ph,1,224.6,29,7.74483
quyetdhph34862,PH34862,2,50,33,ph,1,232.8,29,8.02759
tungvtph34864,PH34864,2,50,33,ph,1,202.1,29,6.96897
hoangnnph34867,PH34867,2,50,33,ph,1,225.4,29,7.77241
tiennmph34875,PH34875,2,50,33,ph,1,215.1,27,7.96667
hungnnph34876,PH34876,2,50,33,ph,1,162.9,21,7.75714
ngocnmph34878,PH34878,2,50,34,ph,1,152.1,21,7.24286
thainxph34879,PH34879,2,50,33,ph,1,54.4,8,6.80000
congndph34882,PH34882,2,50,33,ph,1,154.4,23,6.71304
lamnnph34883,PH34883,2,50,28,ph,1,212.9,29,7.34138
thanghdph34884,PH34884,2,50,33,ph,1,259.6,29,8.95172
vietnvph34895,PH34895,2,50,30,ph,1,225.6,27,8.35556
thanhdtph34899,PH34899,2,50,30,ph,1,214.7,30,7.15667
binhvtph34900,PH34900,2,50,34,ph,1,88.8,12,7.40000
chinhnbph34902,PH34902,2,50,33,ph,1,227.8,29,7.85517
hanhph34905,PH34905,2,50,28,ph,1,208.3,26,8.01154
vietnqph34907,PH34907,2,51,33,ph,1,287.4,34,8.45294
anhlqph34912,PH34912,2,50,30,ph,1,207.9,29,7.16897
thanglvph34914,PH34914,2,51,33,ph,1,22.4,4,5.60000
trangbthph34917,PH34917,2,50,33,ph,1,166.0,20,8.30000
datntph34918,PH34918,2,50,33,ph,1,293.1,35,8.37429
thucnbph34920,PH34920,2,50,28,ph,1,238.1,29,8.21034
giapvxph34922,PH34922,2,50,30,ph,1,251.3,33,7.61515
duocdtph34923,PH34923,2,50,33,ph,1,258.2,29,8.90345
hatnph34930,PH34930,2,50,28,ph,1,161.8,23,7.03478
thinhdqph34936,PH34936,2,50,34,ph,1,214.2,27,7.93333
duydkph34937,PH34937,2,50,33,ph,1,194.6,27,7.20741
phuchqph34950,PH34950,2,50,28,ph,1,181.0,23,7.86957
dangphph34951,PH34951,2,50,28,ph,1,116.4,17,6.84706
tuandxph34960,PH34960,2,50,33,ph,1,247.1,29,8.52069
nganpttph34961,PH34961,2,50,33,ph,1,240.9,29,8.30690
hienntph34962,PH34962,2,50,28,ph,1,263.1,33,7.97273
linhntph34968,PH34968,2,50,33,ph,1,192.2,27,7.11852
anhndph34969,PH34969,2,50,33,ph,1,149.7,21,7.12857
tuanbaph34984,PH34984,2,50,28,ph,1,195.9,26,7.53462
binhcdph34985,PH34985,2,50,28,ph,1,170.7,26,6.56538
ducdaph34986,PH34986,2,50,33,ph,1,222.5,29,7.67241
tuannmph34990,PH34990,2,50,33,ph,1,218.7,29,7.54138
mainttph34992,PH34992,2,50,33,ph,1,283.3,33,8.58485
phonghqph34994,PH34994,2,50,33,ph,1,194.7,26,7.48846
anhldph34999,PH34999,2,50,34,ph,1,227.7,31,7.34516
minhnxph35003,PH35003,2,50,30,ph,1,94.0,15,6.26667
uybqph35004,PH35004,2,50,30,ph,1,241.9,33,7.33030
luatntph35007,PH35007,2,50,33,ph,1,185.3,26,7.12692
thangnmph35009,PH35009,2,50,33,ph,1,78.0,11,7.09091
longdhph35010,PH35010,2,50,33,ph,1,214.5,28,7.66071
doanhcqph35011,PH35011,2,50,28,ph,1,215.1,29,7.41724
phulqph35012,PH35012,2,50,33,ph,1,278.3,32,8.69688
thuptmph35014,PH35014,2,50,34,ph,1,236.7,27,8.76667
tanlgph35015,PH35015,2,50,28,ph,1,64.0,8,8.00000
tunnph35016,PH35016,2,50,28,ph,1,140.7,18,7.81667
hiepntph35017,PH35017,2,50,33,ph,1,198.1,29,6.83103
duongthph35018,PH35018,2,50,28,ph,1,147.0,21,7.00000
cuongtvph35019,PH35019,2,50,33,ph,1,216.2,26,8.31538
dungdmph35024,PH35024,2,50,33,ph,1,141.5,20,7.07500
anhndph35027,PH35027,2,50,33,ph,1,243.2,29,8.38621
tungndph35030,PH35030,2,50,33,ph,1,265.4,29,9.15172
longpkph35033,PH35033,2,50,33,ph,1,275.3,33,8.34242
hanvph35034,PH35034,2,50,33,ph,1,203.5,29,7.01724
anhnvph35035,PH35035,2,50,30,ph,1,229.5,29,7.91379
tuannqph35037,PH35037,2,50,28,ph,1,207.9,29,7.16897
duydnph35040,PH35040,2,50,33,ph,1,211.1,29,7.27931
kietnhtph35042,PH35042,2,50,28,ph,1,200.2,26,7.70000
anhthph35048,PH35048,2,50,33,ph,1,175.3,23,7.62174
linhdtaph35049,PH35049,2,50,30,ph,1,177.6,24,7.40000
dontph35050,PH35050,2,50,33,ph,1,62.0,10,6.20000
anvhph35057,PH35057,2,50,28,ph,1,255.5,29,8.81034
huanvdph35061,PH35061,2,50,30,ph,1,229.0,30,7.63333
dungntph35067,PH35067,2,50,30,ph,1,256.6,33,7.77576
chungndph35068,PH35068,2,50,33,ph,1,220.3,29,7.59655
saondph35070,PH35070,2,50,30,ph,1,220.3,27,8.15926
manhnbph35073,PH35073,2,50,33,ph,1,268.4,33,8.13333
tuanpvph35078,PH35078,2,50,33,ph,1,238.0,29,8.20690
dannhph35080,PH35080,2,50,33,ph,1,192.1,26,7.38846
hieunvph35081,PH35081,2,50,28,ph,1,184.3,26,7.08846
vynbtph35089,PH35089,2,50,33,ph,1,150.9,18,8.38333
phongvmph35120,PH35120,2,50,33,ph,1,233.7,29,8.05862
longdhph35122,PH35122,2,50,30,ph,1,128.0,18,7.11111
anhnnph35128,PH35128,2,50,30,ph,1,218.9,30,7.29667
toannvph35132,PH35132,2,50,30,ph,1,253.9,33,7.69394
trungtdph35138,PH35138,2,50,33,ph,1,222.8,29,7.68276
quannmph35139,PH35139,2,50,34,ph,1,196.7,28,7.02500
chinhpph35141,PH35141,2,50,33,ph,1,195.3,24,8.13750
chienqhph35148,PH35148,1,50,28,ph,1,90.9,12,7.57500
trangnttph35155,PH35155,2,50,33,ph,1,197.4,27,7.31111
hungnhph35160,PH35160,2,50,28,ph,1,218.3,30,7.27667
quocdbph35163,PH35163,2,50,30,ph,1,140.0,21,6.66667
vinhldph35167,PH35167,2,50,30,ph,1,252.0,33,7.63636
lamkpph35168,PH35168,2,50,28,ph,1,231.6,29,7.98621
canhtdph35170,PH35170,2,50,33,ph,1,251.4,33,7.61818
duongddph35171,PH35171,2,50,28,ph,1,233.0,29,8.03448
namdqph35172,PH35172,2,50,30,ph,1,261.3,33,7.91818
vinhbdph35175,PH35175,2,50,30,ph,1,251.1,30,8.37000
ducnnph35182,PH35182,2,50,34,ph,1,165.0,21,7.85714
anhpdph35185,PH35185,2,50,28,ph,1,226.5,29,7.81034
phunhph35187,PH35187,2,50,28,ph,1,165.5,23,7.19565
hieupqph35188,PH35188,2,50,28,ph,1,183.3,24,7.63750
hungnkph35189,PH35189,2,50,30,ph,1,200.9,27,7.44074
quannhph35191,PH35191,2,50,33,ph,1,207.9,29,7.16897
ngocnmph35192,PH35192,2,50,33,ph,1,262.7,33,7.96061
toanthph35194,PH35194,2,50,28,ph,1,235.4,33,7.13333
dungnxph35197,PH35197,2,50,33,ph,1,123.1,17,7.24118
datndtph35205,PH35205,2,50,33,ph,1,107.0,16,6.68750
huanhcph35218,PH35218,2,50,33,ph,1,270.1,33,8.18485
anhlhph35226,PH35226,2,50,33,ph,1,173.6,23,7.54783
ductdph35236,PH35236,2,50,33,ph,1,248.4,29,8.56552
huynhhnph35237,PH35237,2,50,30,ph,1,217.1,27,8.04074
thaolmph35241,PH35241,2,50,33,ph,1,207.9,26,7.99615
quannhph35243,PH35243,2,50,34,ph,1,187.8,21,8.94286
vundph35248,PH35248,2,50,28,ph,1,204.3,26,7.85769
hoangphph35249,PH35249,2,50,30,ph,1,257.7,33,7.80909
phucnvph35252,PH35252,2,50,30,ph,1,287.9,33,8.72424
vinhntph35253,PH35253,2,50,33,ph,1,223.8,30,7.46000
truongtqph35260,PH35260,2,50,34,ph,1,168.6,25,6.74400
hoatvtph35268,PH35268,2,50,28,ph,1,250.4,33,7.58788
giapppph35269,PH35269,2,50,33,ph,1,158.0,23,6.86957
doannvph35275,PH35275,2,50,33,ph,1,233.2,33,7.06667
manhhdmph35276,PH35276,2,50,28,ph,1,234.9,29,8.10000
kienntph35278,PH35278,2,50,28,ph,1,226.9,29,7.82414
bachthph35279,PH35279,2,50,33,ph,1,215.4,29,7.42759
quanlaph35283,PH35283,2,50,30,ph,1,47.0,7,6.71429
khoatbdph35292,PH35292,2,50,28,ph,1,243.3,33,7.37273
linhnpph35294,PH35294,2,50,33,ph,1,217.1,29,7.48621
kienltph35295,PH35295,2,50,33,ph,1,253.0,33,7.66667
ducthph35296,PH35296,2,50,34,ph,1,238.8,31,7.70323
hieuptph35301,PH35301,2,50,33,ph,1,232.1,29,8.00345
hainhph35304,PH35304,2,50,28,ph,1,252.8,29,8.71724
trieunqph35305,PH35305,2,50,33,ph,1,201.8,26,7.76154
thendph35306,PH35306,2,50,28,ph,1,272.3,33,8.25152
chivtkph35308,PH35308,2,50,33,ph,1,183.7,23,7.98696
vumnlph35310,PH35310,2,50,28,ph,1,237.9,29,8.20345
longkvph35311,PH35311,2,50,33,ph,1,210.3,30,7.01000
conghvph35312,PH35312,2,50,30,ph,1,235.4,30,7.84667
vultph35315,PH35315,2,50,33,ph,1,177.6,23,7.72174
linhldph35320,PH35320,2,50,33,ph,1,272.9,29,9.41034
hieutvph35321,PH35321,2,50,28,ph,1,186.2,26,7.16154
huongntph35323,PH35323,2,50,33,ph,1,174.7,23,7.59565
tuannaph35325,PH35325,2,50,30,ph,1,183.0,24,7.62500
cuongnvph35327,PH35327,2,50,30,ph,1,255.5,33,7.74242
namnpph35329,PH35329,2,50,30,ph,1,301.9,33,9.14848
cuongvtph35331,PH35331,2,50,33,ph,1,60.8,10,6.08000
tuannaph35338,PH35338,2,50,33,ph,1,74.9,12,6.24167
thangnmph35340,PH35340,2,50,33,ph,1,250.1,33,7.57879
datptph35341,PH35341,2,50,33,ph,1,149.6,21,7.12381
dungvmph35344,PH35344,2,50,33,ph,1,188.9,27,6.99630
duongtdph35346,PH35346,2,50,33,ph,1,194.1,24,8.08750
ninhnaph35348,PH35348,2,50,33,ph,1,249.1,29,8.58966
hieudxph35350,PH35350,2,50,28,ph,1,141.4,20,7.07000
minhnvph35359,PH35359,2,50,33,ph,1,231.3,29,7.97586
lamctph35369,PH35369,2,50,33,ph,1,218.0,29,7.51724
duongdxph35372,PH35372,2,50,33,ph,1,187.8,24,7.82500
vietbdph35373,PH35373,2,50,33,ph,1,240.2,30,8.00667
uydpph35380,PH35380,2,50,33,ph,1,137.3,20,6.86500
chienlmph35388,PH35388,2,51,28,ph,1,200.4,24,8.35000
quyddph35390,PH35390,2,50,33,ph,1,80.2,11,7.29091
huyndph35397,PH35397,2,50,33,ph,1,226.8,29,7.82069
banglmcph35398,PH35398,2,51,28,ph,1,211.7,26,8.14231
trungdvph35401,PH35401,2,50,33,ph,1,169.3,23,7.36087
cuongbaqph35403,PH35403,2,50,33,ph,1,245.0,29,8.44828
huyvtph35409,PH35409,2,50,33,ph,1,105.3,12,8.77500
phonglvph35411,PH35411,2,50,33,ph,1,149.5,20,7.47500
nhatdvph35412,PH35412,2,50,33,ph,1,88.1,11,8.00909
longnbph35413,PH35413,2,50,33,ph,1,117.3,15,7.82000
sonpvph35415,PH35415,2,51,28,ph,1,296.1,37,8.00270
dongbdph35416,PH35416,2,50,28,ph,1,246.6,29,8.50345
quyettvph35419,PH35419,2,50,30,ph,1,250.7,33,7.59697
giapddph35423,PH35423,2,50,33,ph,1,269.9,29,9.30690
tunglkph35427,PH35427,2,50,33,ph,1,207.7,26,7.98846
donglvph35428,PH35428,2,50,33,ph,1,254.8,29,8.78621
linhhvph35432,PH35432,2,50,33,ph,1,224.8,27,8.32593
dangnkph35433,PH35433,2,50,28,ph,1,153.8,20,7.69000
quanghvph35436,PH35436,2,50,28,ph,1,126.3,17,7.42941
binhbtph35439,PH35439,2,50,33,ph,1,137.9,20,6.89500
manhntph35443,PH35443,2,50,33,ph,1,174.1,23,7.56957
duyenttmph35446,PH35446,2,50,28,ph,1,238.7,29,8.23103
thangpdph35449,PH35449,2,50,34,ph,1,200.1,27,7.41111
tuanvvph35453,PH35453,2,50,28,ph,1,129.2,20,6.46000
nguyenvdph35455,PH35455,2,52,28,ph,1,330.4,40,8.26000
minhlvph35463,PH35463,2,50,33,ph,1,216.5,29,7.46552
