Student_Code,Status,Semester,Major_ID,Campus_Code,Term_ID
PH22694,HDI,3,12,ph,49
PH22695,HDI,2,12,ph,49
PH22696,HDI,3,3,ph,49
PH22701,HDI,3,12,ph,49
PH22707,HDI,3,12,ph,49
PH22708,HDI,3,3,ph,49
PH22709,HDI,3,14,ph,49
PH22711,HDI,3,3,ph,49
PH22714,HDI,3,12,ph,49
PH22716,HDI,3,12,ph,49
PH22717,HDI,3,3,ph,49
PH22719,HDI,3,12,ph,49
PH22720,HDI,3,12,ph,49
PH22721,HDI,3,12,ph,49
PH22723,HDI,3,12,ph,49
PH22725,HDI,3,14,ph,49
PH22733,HDI,3,12,ph,49
PH22738,HDI,3,12,ph,49
PH22740,HDI,3,12,ph,49
PH22742,HDI,2,14,ph,49
PH22744,HDI,3,3,ph,49
PH22746,HDI,3,14,ph,49
PH22749,HDI,3,12,ph,49
PH22750,HDI,3,14,ph,49
PH22753,HDI,3,12,ph,49
PH22760,HDI,3,14,ph,49
PH22762,HDI,3,14,ph,49
PH22772,HDI,3,1,ph,49
PH22773,HDI,3,12,ph,49
PH22780,HDI,3,14,ph,49
PH22782,HDI,3,3,ph,49
PH22790,HDI,3,3,ph,49
PH22792,HDI,3,12,ph,49
PH22797,HDI,3,12,ph,49
PH22800,HDI,3,1,ph,49
PH22803,TN2,2,3,ph,49
PH22810,HDI,3,12,ph,49
PH22814,HDI,3,1,ph,49
PH22816,HDI,3,3,ph,49
PH22817,HDI,3,3,ph,49
PH22818,HDI,3,12,ph,49
PH22820,HDI,3,3,ph,49
PH22821,HDI,3,3,ph,49
PH22822,HDI,3,12,ph,49
PH22824,HDI,3,14,ph,49
PH22828,HDI,3,12,ph,49
PH22829,HDI,3,3,ph,49
PH22841,HDI,3,12,ph,49
PH22844,HDI,3,12,ph,49
PH22846,HDI,3,14,ph,49
PH22847,TN1,2,3,ph,49
PH22851,HDI,3,12,ph,49
PH22859,HDI,3,12,ph,49
PH22865,HDI,3,12,ph,49
PH22868,HDI,3,3,ph,49
PH22871,HDI,3,14,ph,49
PH22872,HDI,3,12,ph,49
PH22879,HDI,3,12,ph,49
PH22883,HDI,3,12,ph,49
PH22902,HDI,3,12,ph,49
PH21483,HDI,3,14,ph,49
PH19356,HDI,3,3,ph,49
PH19472,HDI,3,12,ph,49
PH20661,HDI,3,12,ph,49
PH21007,HDI,3,14,ph,49
PH21334,HDI,3,3,ph,49
PH21943,HDI,3,3,ph,49
PH22073,HDI,3,3,ph,49
PH22891,HDI,3,14,ph,49
PH22892,HDI,3,14,ph,49
PH22893,HDI,3,12,ph,49
PH22903,HDI,3,12,ph,49
PH22915,TN1,2,3,ph,49
PH22917,HDI,3,3,ph,49
PH22929,HDI,3,12,ph,49
PH22934,HDI,3,1,ph,49
PH22936,HDI,3,3,ph,49
PH22947,HDI,3,3,ph,49
PH22955,HDI,3,12,ph,49
PH22961,TN1,2,14,ph,49
PH22965,HDI,3,12,ph,49
PH22967,HDI,3,3,ph,49
PH22972,HDI,3,1,ph,49
PH22973,HDI,3,1,ph,49
PH22974,HDI,3,12,ph,49
PH22975,TN1,2,14,ph,49
PH22977,HDI,3,12,ph,49
PH22978,HDI,3,3,ph,49
PH22980,HDI,3,3,ph,49
PH22981,HDI,3,1,ph,49
PH22994,HDI,3,12,ph,49
PH22995,HDI,3,3,ph,49
PH22998,HDI,2,3,ph,49
PH23002,HDI,3,12,ph,49
PH23003,HDI,3,3,ph,49
PH23004,HDI,2,3,ph,49
PH23008,HDI,3,14,ph,49
PH23011,HDI,3,12,ph,49
PH23012,HDI,3,12,ph,49
PH23014,HDI,3,14,ph,49
PH23015,TN1,2,14,ph,49
PH23025,HDI,3,3,ph,49
PH23029,HDI,3,12,ph,49
PH23033,HDI,3,14,ph,49
PH23034,HDI,3,3,ph,49
PH23037,HDI,3,3,ph,49
PH23038,HDI,3,12,ph,49
PH23039,HDI,3,3,ph,49
PH23040,HDI,3,14,ph,49
PH23041,HDI,3,12,ph,49
PH23042,HDI,3,12,ph,49
PH23043,HDI,3,12,ph,49
PH23047,TN2,2,3,ph,49
PH23050,HDI,3,12,ph,49
PH23051,HDI,3,3,ph,49
PH23054,HDI,3,12,ph,49
PH23058,HDI,3,12,ph,49
PH23064,HDI,3,12,ph,49
PH23065,HDI,3,14,ph,49
PH23069,HDI,3,14,ph,49
PH23073,HDI,3,14,ph,49
PH23075,HDI,3,12,ph,49
PH23077,HDI,3,12,ph,49
PH23079,HDI,3,1,ph,49
PH23082,HDI,3,3,ph,49
PH23084,HDI,3,3,ph,49
PH23086,HDI,3,12,ph,49
PH23089,HDI,3,12,ph,49
PH23094,HDI,3,12,ph,49
PH23095,HDI,3,3,ph,49
PH23100,HDI,3,3,ph,49
PH23104,HDI,3,12,ph,49
PH23105,HDI,3,12,ph,49
PH23113,HDI,3,3,ph,49
PH23115,TN2,2,3,ph,49
PH23123,HDI,3,14,ph,49
PH23125,HDI,3,14,ph,49
PH23131,HDI,3,3,ph,49
PH23137,HDI,3,3,ph,49
PH23138,HDI,3,12,ph,49
PH23147,HDI,3,3,ph,49
PH23148,HDI,3,12,ph,49
PH23152,HDI,3,12,ph,49
PH23153,HDI,3,12,ph,49
PH23154,HDI,3,14,ph,49
PH23155,HDI,3,3,ph,49
PH23156,HDI,3,3,ph,49
PH23160,HDI,3,12,ph,49
PH23163,TN1,2,14,ph,49
PH23167,HDI,3,12,ph,49
PH23173,HDI,3,12,ph,49
PH23174,HDI,3,12,ph,49
PH23182,HDI,3,14,ph,49
PH23193,HDI,3,3,ph,49
PH23200,HDI,3,12,ph,49
PH23204,HDI,3,3,ph,49
PH23205,HDI,3,12,ph,49
PH23207,HDI,3,14,ph,49
PH23213,HDI,3,12,ph,49
PH23218,HDI,3,3,ph,49
PH23219,HDI,3,14,ph,49
PH23223,HDI,3,12,ph,49
PH23224,HDI,3,12,ph,49
PH23226,HDI,3,12,ph,49
PH23228,HDI,3,12,ph,49
PH23233,HDI,3,1,ph,49
PH23239,HDI,3,12,ph,49
PH23240,HDI,3,3,ph,49
PH23242,HDI,3,3,ph,49
PH23244,HDI,3,3,ph,49
PH23247,TN1,2,14,ph,49
PH23251,HDI,3,12,ph,49
PH23252,HDI,3,12,ph,49
PH23255,HDI,3,3,ph,49
PH23259,HDI,3,12,ph,49
PH23267,HDI,3,14,ph,49
PH23268,HDI,3,12,ph,49
PH23274,HDI,3,12,ph,49
PH23288,HDI,3,3,ph,49
PH23292,HDI,3,14,ph,49
PH23293,HDI,3,1,ph,49
PH23297,HDI,3,12,ph,49
PH23299,HDI,3,12,ph,49
PH23300,HDI,3,14,ph,49
PH23301,HDI,3,14,ph,49
PH23304,HDI,3,3,ph,49
PH23307,HDI,3,3,ph,49
PH23315,HDI,3,3,ph,49
PH23317,HDI,3,12,ph,49
PH23321,HDI,3,12,ph,49
PH23322,HDI,3,12,ph,49
PH23331,HDI,3,14,ph,49
PH23332,HDI,3,12,ph,49
PH23337,HDI,3,12,ph,49
PH23343,TN1,2,14,ph,49
PH23345,HDI,3,12,ph,49
PH23346,HDI,3,12,ph,49
PH23348,HDI,3,3,ph,49
PH23349,HDI,3,14,ph,49
PH23351,HDI,3,14,ph,49
PH23353,HDI,3,14,ph,49
PH23360,HDI,3,12,ph,49
PH23362,HDI,3,12,ph,49
PH23365,HDI,3,12,ph,49
PH23366,HDI,3,3,ph,49
PH23367,HDI,3,14,ph,49
PH23374,HDI,3,3,ph,49
PH23375,HDI,3,12,ph,49
PH23376,HDI,3,3,ph,49
PH23381,HDI,3,12,ph,49
PH23386,HDI,3,3,ph,49
PH23387,HDI,3,12,ph,49
PH23390,HDI,3,12,ph,49
PH23396,HDI,3,3,ph,49
PH23404,HDI,3,12,ph,49
PH23405,HDI,3,12,ph,49
PH23422,HDI,3,14,ph,49
PH23426,HDI,3,14,ph,49
PH23429,HDI,3,3,ph,49
PH23431,HDI,3,12,ph,49
PH23438,HDI,3,3,ph,49
PH23443,HDI,3,14,ph,49
PH23446,HDI,3,3,ph,49
PH23456,HDI,3,3,ph,49
PH23459,HDI,3,12,ph,49
PH23460,HDI,3,12,ph,49
PH23465,HDI,3,14,ph,49
PH23469,HDI,3,3,ph,49
PH23475,HDI,3,14,ph,49
PH23476,HDI,3,12,ph,49
PH23485,HDI,3,12,ph,49
PH23494,HDI,3,3,ph,49
PH23495,HDI,3,3,ph,49
PH23497,HDI,3,3,ph,49
PH23501,HDI,2,12,ph,49
PH23502,HDI,3,12,ph,49
PH23520,HDI,3,3,ph,49
PH23525,HDI,3,14,ph,49
PH23527,HDI,3,12,ph,49
PH23528,HDI,3,12,ph,49
PH23532,HDI,3,12,ph,49
PH23535,HDI,3,3,ph,49
PH23539,HDI,3,3,ph,49
PH23541,HDI,3,3,ph,49
PH23546,HDI,3,12,ph,49
PH23547,HDI,3,14,ph,49
PH23552,HDI,3,3,ph,49
PH23554,HDI,3,3,ph,49
PH23556,HDI,3,14,ph,49
PH23557,HDI,3,12,ph,49
PH23559,HDI,3,3,ph,49
PH23563,HDI,3,3,ph,49
PH23566,TN2,2,3,ph,49
PH23570,HDI,3,3,ph,49
PH23571,HDI,3,14,ph,49
PH23574,HDI,3,12,ph,49
PH23576,HDI,3,12,ph,49
PH23577,HDI,3,3,ph,49
PH23595,HDI,3,3,ph,49
PH23599,HDI,3,3,ph,49
PH23607,HDI,3,12,ph,49
PH23612,HDI,3,3,ph,49
PH23613,HDI,3,14,ph,49
PH23623,HDI,3,3,ph,49
PH23624,HDI,3,3,ph,49
PH23628,HDI,3,14,ph,49
PH23630,HDI,3,14,ph,49
PH23632,HDI,3,14,ph,49
PH23638,HDI,3,14,ph,49
PH23652,HDI,3,14,ph,49
PH23666,HDI,3,1,ph,49
PH23667,HDI,3,3,ph,49
PH23671,HDI,3,14,ph,49
PH23675,HDI,3,12,ph,49
PH23682,HDI,3,1,ph,49
PH23684,HDI,3,14,ph,49
PH23694,HDI,3,12,ph,49
PH23695,HDI,3,3,ph,49
PH23697,HDI,3,12,ph,49
PH23701,HDI,3,12,ph,49
PH23702,HDI,3,14,ph,49
PH23703,HDI,3,3,ph,49
PH23704,HDI,3,3,ph,49
PH23705,HDI,3,12,ph,49
PH23714,HDI,3,12,ph,49
PH23717,HDI,3,12,ph,49
PH23727,HDI,3,12,ph,49
PH23730,HDI,3,12,ph,49
PH23736,HDI,3,12,ph,49
PH23737,HDI,3,12,ph,49
PH23738,HDI,3,1,ph,49
PH23741,HDI,3,12,ph,49
PH23742,HDI,3,12,ph,49
PH23748,HDI,3,3,ph,49
PH23753,HDI,3,14,ph,49
PH23754,HDI,3,12,ph,49
PH23759,HDI,3,12,ph,49
PH23769,HDI,3,14,ph,49
PH23771,HDI,3,14,ph,49
PH23773,HDI,3,12,ph,49
PH23775,HDI,3,3,ph,49
PH23777,HDI,3,14,ph,49
PH23780,HDI,3,14,ph,49
PH23790,HDI,3,12,ph,49
PH23792,HDI,3,14,ph,49
PH23793,HDI,3,3,ph,49
PH23794,HDI,3,12,ph,49
PH23797,HDI,3,3,ph,49
PH23799,HDI,3,3,ph,49
PH23800,HDI,3,12,ph,49
PH23803,HDI,3,3,ph,49
PH23805,HDI,3,12,ph,49
PH23807,HDI,3,12,ph,49
PH23815,HDI,3,3,ph,49
PH23818,HDI,3,3,ph,49
PH23819,HDI,3,3,ph,49
PH23823,HDI,3,3,ph,49
PH23825,HDI,3,12,ph,49
PH23826,HDI,3,1,ph,49
PH23840,HDI,3,3,ph,49
PH23841,HDI,3,3,ph,49
PH23844,HDI,3,12,ph,49
PH23845,HDI,3,12,ph,49
PH23847,HDI,3,14,ph,49
PH23848,HDI,3,3,ph,49
PH23849,HDI,3,12,ph,49
PH23851,HDI,3,14,ph,49
PH23857,HDI,3,12,ph,49
PH23858,HDI,3,3,ph,49
PH23859,HDI,3,12,ph,49
PH23860,HDI,3,14,ph,49
PH23861,HDI,3,12,ph,49
PH23865,HDI,3,14,ph,49
PH23869,HDI,3,12,ph,49
PH23871,HDI,3,12,ph,49
PH23874,HDI,3,14,ph,49
PH23876,HDI,3,14,ph,49
PH23882,HDI,3,14,ph,49
PH23896,HDI,3,3,ph,49
PH23897,HDI,3,12,ph,49
PH23902,HDI,3,14,ph,49
PH23903,HDI,3,14,ph,49
PH23908,HDI,3,12,ph,49
PH23910,HDI,3,12,ph,49
PH23912,HDI,3,14,ph,49
PH23922,HDI,3,14,ph,49
PH23923,HDI,3,1,ph,49
PH23924,HDI,3,14,ph,49
PH23937,HDI,3,3,ph,49
PH23939,HDI,3,3,ph,49
PH23941,HDI,3,3,ph,49
PH23943,HDI,3,3,ph,49
PH23944,HDI,3,3,ph,49
PH23945,HDI,3,3,ph,49
PH23947,HDI,3,1,ph,49
PH23949,HDI,3,14,ph,49
PH23953,HDI,3,12,ph,49
PH23962,HDI,3,12,ph,49
PH23963,HDI,3,12,ph,49
PH23964,HDI,3,12,ph,49
PH23970,HDI,3,3,ph,49
PH23972,HDI,3,1,ph,49
PH23984,HDI,3,3,ph,49
PH23989,HDI,3,12,ph,49
PH23990,HDI,3,3,ph,49
PH23992,HDI,3,12,ph,49
PH23993,HDI,3,14,ph,49
PH23996,HDI,3,14,ph,49
PH23998,HDI,3,3,ph,49
PH24001,HDI,3,14,ph,49
PH24011,HDI,3,14,ph,49
PH24015,HDI,3,3,ph,49
PH24016,HDI,3,3,ph,49
PH24018,HDI,2,3,ph,49
PH24031,HDI,3,14,ph,49
PH24041,HDI,3,12,ph,49
PH24045,HDI,3,12,ph,49
PH24050,HDI,3,14,ph,49
PH24052,HDI,3,12,ph,49
PH24057,HDI,3,12,ph,49
PH24058,HDI,3,3,ph,49
PH24062,HDI,3,14,ph,49
PH24069,TN1,2,14,ph,49
PH24071,HDI,3,1,ph,49
PH24073,HDI,3,3,ph,49
PH24074,HDI,3,12,ph,49
PH24076,TN1,2,14,ph,49
PH24078,HDI,3,3,ph,49
PH24080,HDI,3,14,ph,49
PH24081,TN1,2,14,ph,49
PH24083,HDI,2,3,ph,49
PH24089,HDI,3,12,ph,49
PH24092,HDI,3,3,ph,49
PH24096,HDI,3,1,ph,49
PH24099,HDI,3,3,ph,49
PH24103,HDI,3,3,ph,49
PH24110,HDI,3,12,ph,49
PH24111,HDI,3,12,ph,49
PH24113,HDI,3,12,ph,49
PH24125,HDI,3,12,ph,49
PH24130,HDI,3,3,ph,49
PH24141,HDI,3,12,ph,49
PH24142,HDI,3,3,ph,49
PH24145,HDI,3,12,ph,49
PH24146,HDI,3,12,ph,49
PH24149,HDI,3,12,ph,49
PH24152,HDI,3,14,ph,49
PH24153,HDI,3,12,ph,49
PH24154,HDI,3,12,ph,49
PH24157,HDI,3,12,ph,49
PH24164,HDI,3,12,ph,49
PH24166,HDI,3,3,ph,49
PH24168,HDI,3,12,ph,49
PH24169,HDI,3,1,ph,49
PH24170,HDI,3,12,ph,49
PH24171,HDI,3,3,ph,49
PH24172,HDI,3,3,ph,49
PH24174,HDI,3,1,ph,49
PH24175,HDI,3,3,ph,49
PH24180,HDI,3,14,ph,49
PH24186,HDI,3,12,ph,49
PH24187,HDI,3,12,ph,49
PH24188,HDI,3,14,ph,49
PH24191,HDI,3,12,ph,49
PH24195,HDI,3,12,ph,49
PH24196,HDI,3,1,ph,49
PH24197,HDI,3,14,ph,49
PH24201,HDI,3,14,ph,49
PH24202,HDI,3,3,ph,49
PH24218,HDI,3,14,ph,49
PH24221,HDI,3,3,ph,49
PH24224,HDI,3,3,ph,49
PH24250,HDI,3,1,ph,49
PH24255,HDI,3,12,ph,49
PH24259,HDI,3,1,ph,49
PH24262,HDI,3,12,ph,49
PH24263,HDI,3,12,ph,49
PH24272,HDI,3,12,ph,49
PH24274,HDI,3,3,ph,49
PH24277,HDI,3,14,ph,49
PH24280,HDI,3,3,ph,49
PH24281,HDI,3,3,ph,49
PH24284,HDI,3,12,ph,49
PH24285,HDI,2,3,ph,49
PH24287,HDI,3,14,ph,49
PH24290,HDI,3,12,ph,49
PH24295,HDI,3,14,ph,49
PH24296,HDI,3,12,ph,49
PH24297,HDI,3,14,ph,49
PH24307,HDI,3,3,ph,49
PH24308,HDI,3,3,ph,49
PH24309,HDI,3,14,ph,49
PH24310,HDI,3,12,ph,49
PH24313,HDI,3,12,ph,49
PH24317,HDI,3,14,ph,49
PH24319,HDI,3,12,ph,49
PH24322,HDI,3,12,ph,49
PH24324,HDI,3,12,ph,49
PH24326,HDI,3,3,ph,49
PH24327,HDI,3,3,ph,49
PH24335,HDI,3,3,ph,49
PH24337,HDI,3,12,ph,49
PH24341,HDI,3,3,ph,49
PH24343,TN1,2,3,ph,49
PH24351,HDI,3,12,ph,49
PH24352,HDI,3,3,ph,49
PH24354,HDI,3,3,ph,49
PH24355,HDI,3,12,ph,49
PH24356,HDI,3,12,ph,49
PH24360,HDI,3,1,ph,49
PH24363,HDI,3,3,ph,49
PH24364,HDI,3,12,ph,49
PH24383,HDI,3,3,ph,49
PH24387,HDI,3,14,ph,49
PH24396,HDI,3,12,ph,49
PH24400,HDI,3,3,ph,49
PH24402,HDI,3,1,ph,49
PH24405,HDI,3,14,ph,49
PH24408,HDI,3,1,ph,49
PH24421,HDI,3,3,ph,49
PH24424,HDI,3,3,ph,49
PH24429,HDI,3,14,ph,49
PH24432,HDI,3,3,ph,49
PH24433,HDI,3,3,ph,49
PH24444,HDI,3,12,ph,49
PH24446,HDI,3,12,ph,49
PH24464,HDI,3,12,ph,49
PH24467,HDI,3,3,ph,49
PH24471,HDI,3,12,ph,49
PH24484,HDI,3,1,ph,49
PH24485,HDI,3,12,ph,49
PH24504,TN1,2,12,ph,49
PH24508,HDI,3,12,ph,49
PH24509,HDI,3,12,ph,49
PH24512,HDI,3,12,ph,49
PH24513,HDI,3,3,ph,49
PH24514,HDI,3,14,ph,49
PH24516,HDI,3,12,ph,49
PH24521,HDI,3,3,ph,49
PH24523,HDI,3,12,ph,49
PH24525,HDI,3,3,ph,49
PH24526,HDI,3,12,ph,49
PH24527,HDI,3,14,ph,49
PH24528,HDI,2,14,ph,49
PH24531,HDI,3,14,ph,49
PH24532,HDI,3,3,ph,49
PH24535,HDI,3,3,ph,49
PH24546,TN2,2,12,ph,49
PH24549,HDI,3,14,ph,49
PH24550,HDI,3,12,ph,49
PH24552,HDI,3,3,ph,49
PH24558,HDI,3,14,ph,49
PH24561,HDI,3,3,ph,49
PH24570,HDI,3,1,ph,49
PH24577,HDI,3,3,ph,49
PH24579,HDI,3,3,ph,49
PH24583,HDI,3,12,ph,49
PH24587,HDI,3,3,ph,49
PH24588,HDI,3,12,ph,49
PH24591,HDI,3,12,ph,49
PH24594,HDI,3,1,ph,49
PH24611,TN1,2,3,ph,49
PH24614,HDI,3,3,ph,49
PH24616,TN1,2,14,ph,49
PH24621,HDI,3,3,ph,49
PH24626,HDI,3,3,ph,49
PH24636,HDI,3,14,ph,49
PH24643,HDI,2,12,ph,49
PH24645,HDI,3,1,ph,49
PH24646,HDI,3,14,ph,49
PH24647,HDI,3,3,ph,49
PH24667,HDI,2,3,ph,49
PH24671,HDI,2,14,ph,49
PH24673,HDI,3,3,ph,49
PH24674,HDI,3,12,ph,49
PH24678,HDI,3,12,ph,49
PH24685,HDI,3,12,ph,49
PH24693,HDI,3,14,ph,49
PH24694,HDI,3,3,ph,49
PH24697,HDI,3,1,ph,49
PH24703,HDI,3,1,ph,49
PH24716,HDI,3,3,ph,49
PH24719,HDI,3,12,ph,49
PH24724,HDI,3,12,ph,49
PH24730,HDI,3,12,ph,49
PH24736,HDI,3,14,ph,49
PH24738,HDI,3,14,ph,49
PH24742,HDI,3,14,ph,49
PH24743,HDI,3,12,ph,49
PH24745,HDI,3,14,ph,49
PH24746,HDI,3,3,ph,49
PH24751,HDI,3,3,ph,49
PH24752,HDI,3,12,ph,49
PH24757,HDI,3,3,ph,49
PH24758,HDI,2,12,ph,49
PH24769,HDI,3,12,ph,49
PH24772,HDI,3,3,ph,49
PH24773,HDI,3,3,ph,49
PH24774,HDI,3,3,ph,49
PH24777,HDI,3,14,ph,49
PH24778,HDI,3,3,ph,49
PH24784,HDI,3,3,ph,49
PH24786,HDI,3,14,ph,49
PH24791,HDI,3,12,ph,49
PH24792,HDI,3,3,ph,49
PH24795,HDI,3,3,ph,49
PH24800,HDI,3,12,ph,49
PH24806,HDI,3,3,ph,49
PH24820,HDI,3,14,ph,49
PH24821,HDI,3,14,ph,49
PH24824,HDI,3,12,ph,49
PH24827,TN1,2,14,ph,49
PH24828,HDI,3,1,ph,49
PH24831,TN1,1,12,ph,49
PH24835,HDI,3,12,ph,49
PH24842,HDI,3,14,ph,49
PH24843,HDI,3,14,ph,49
PH24844,HDI,3,14,ph,49
PH24848,HDI,3,14,ph,49
PH24852,HDI,3,3,ph,49
PH24853,HDI,3,12,ph,49
PH24860,HDI,3,3,ph,49
PH24861,HDI,3,12,ph,49
PH24862,HDI,3,1,ph,49
PH24877,HDI,3,3,ph,49
PH24878,HDI,2,12,ph,49
PH24880,HDI,3,12,ph,49
PH24881,HDI,3,14,ph,49
PH24886,HDI,3,14,ph,49
PH24887,HDI,3,12,ph,49
PH24890,HDI,3,1,ph,49
PH24891,HDI,3,14,ph,49
PH24894,HDI,3,14,ph,49
PH24903,HDI,3,1,ph,49
PH24905,HDI,3,3,ph,49
PH24909,HDI,3,12,ph,49
PH24914,HDI,3,12,ph,49
PH24923,HDI,3,3,ph,49
PH24926,HDI,3,3,ph,49
PH24928,HDI,3,1,ph,49
PH24932,HDI,3,3,ph,49
PH24935,HDI,3,14,ph,49
PH24936,HDI,3,3,ph,49
PH24947,HDI,3,3,ph,49
PH24953,HDI,3,1,ph,49
PH24963,HDI,3,1,ph,49
PH24968,HDI,3,3,ph,49
PH24971,HDI,3,14,ph,49
PH24982,HDI,3,12,ph,49
PH24989,HDI,3,12,ph,49
PH25002,HDI,3,3,ph,49
PH25007,HDI,3,14,ph,49
PH25008,HDI,3,12,ph,49
PH25022,HDI,3,14,ph,49
PH25027,HDI,3,14,ph,49
PH25029,HDI,3,12,ph,49
PH25033,HDI,3,3,ph,49
PH25034,HDI,3,14,ph,49
PH25043,HDI,3,14,ph,49
PH25044,HDI,3,3,ph,49
PH25045,HDI,3,3,ph,49
PH25050,HDI,3,1,ph,49
PH25054,HDI,2,3,ph,49
PH25058,HDI,3,12,ph,49
PH25059,HDI,3,12,ph,49
PH25060,HDI,3,12,ph,49
PH25063,HDI,3,12,ph,49
PH25064,HDI,3,12,ph,49
PH25077,HDI,3,14,ph,49
PH25085,HDI,3,3,ph,49
PH25111,HDI,3,12,ph,49
PH25117,HDI,3,12,ph,49
PH25123,HDI,3,12,ph,49
PH25133,HDI,3,12,ph,49
PH25136,HDI,3,12,ph,49
PH25148,HDI,3,14,ph,49
PH25153,HDI,3,3,ph,49
PH25155,HDI,3,12,ph,49
PH25159,HDI,3,3,ph,49
PH25161,TN2,2,12,ph,49
PH25163,TN2,2,3,ph,49
PH25164,HDI,3,14,ph,49
PH25165,HDI,3,12,ph,49
PH25168,HDI,3,14,ph,49
PH25169,HDI,3,12,ph,49
PH25174,HDI,3,12,ph,49
PH25176,HDI,3,14,ph,49
PH25186,HDI,3,12,ph,49
PH25188,HDI,3,12,ph,49
PH25190,HDI,3,3,ph,49
PH25191,HDI,3,3,ph,49
PH25194,HDI,3,12,ph,49
PH25197,HDI,3,12,ph,49
PH25199,HDI,3,12,ph,49
PH25202,HDI,3,14,ph,49
PH25203,HDI,3,3,ph,49
PH25205,TN1,2,14,ph,49
PH25206,HDI,3,12,ph,49
PH25208,HDI,3,12,ph,49
PH25209,HDI,3,12,ph,49
PH25210,HDI,3,3,ph,49
PH25213,HDI,3,3,ph,49
PH25214,TN2,2,3,ph,49
PH25216,HDI,3,3,ph,49
PH25217,HDI,3,3,ph,49
PH25224,HDI,3,12,ph,49
PH25229,HDI,3,14,ph,49
PH25239,HDI,3,3,ph,49
PH25241,HDI,3,14,ph,49
PH25244,HDI,3,12,ph,49
PH25245,HDI,3,14,ph,49
PH25247,HDI,3,12,ph,49
PH25248,HDI,2,3,ph,49
PH25249,HDI,3,3,ph,49
PH25253,HDI,3,12,ph,49
PH25254,HDI,3,12,ph,49
PH25260,HDI,3,14,ph,49
PH25261,HDI,3,3,ph,49
PH25268,HDI,3,1,ph,49
PH25272,TN1,2,1,ph,49
PH25275,HDI,3,12,ph,49
PH25282,HDI,3,14,ph,49
PH25289,HDI,3,3,ph,49
PH25290,HDI,3,14,ph,49
PH25296,HDI,3,14,ph,49
PH25302,HDI,3,3,ph,49
PH25305,HDI,3,1,ph,49
PH25306,HDI,3,3,ph,49
PH25307,HDI,3,12,ph,49
PH25312,HDI,3,3,ph,49
PH25315,HDI,3,12,ph,49
PH25316,HDI,3,12,ph,49
PH25318,HDI,3,3,ph,49
PH25320,HDI,3,12,ph,49
PH25325,HDI,3,3,ph,49
PH25326,HDI,3,12,ph,49
PH25328,HDI,3,12,ph,49
PH25329,HDI,3,14,ph,49
PH25330,HDI,3,1,ph,49
PH25331,HDI,3,14,ph,49
PH25332,HDI,3,14,ph,49
PH25346,HDI,3,14,ph,49
PH25347,HDI,3,12,ph,49
PH25348,HDI,3,14,ph,49
PH25349,HDI,3,14,ph,49
PH25350,HDI,3,14,ph,49
PH25351,HDI,3,12,ph,49
PH25366,HDI,3,12,ph,49
PH25370,HDI,3,12,ph,49
PH25377,HDI,3,3,ph,49
PH25379,HDI,3,12,ph,49
PH25382,HDI,3,12,ph,49
PH23318,HDI,3,12,ph,49
PH24994,HDI,3,12,ph,49
PH25394,HDI,3,12,ph,49
PH25403,HDI,3,3,ph,49
PH25404,HDI,3,12,ph,49
PH25406,HDI,3,12,ph,49
PH25410,HDI,3,12,ph,49
PH25416,HDI,3,3,ph,49
PH25417,HDI,3,14,ph,49
PH25421,HDI,3,12,ph,49
PH25425,HDI,3,3,ph,49
PH25427,HDI,3,12,ph,49
PH25428,HDI,3,12,ph,49
PH25430,HDI,3,14,ph,49
PH25434,HDI,3,12,ph,49
PH25436,HDI,3,12,ph,49
PH25438,HDI,3,3,ph,49
PH25450,HDI,3,14,ph,49
PH25451,HDI,3,3,ph,49
PH25455,HDI,3,12,ph,49
PH25456,HDI,3,14,ph,49
PH25462,HDI,3,12,ph,49
PH25463,HDI,3,3,ph,49
PH25467,HDI,3,12,ph,49
PH25468,HDI,3,14,ph,49
PH25469,HDI,3,14,ph,49
PH25475,HDI,3,1,ph,49
PH25476,HDI,3,14,ph,49
PH25477,HDI,3,12,ph,49
PH25484,HDI,3,1,ph,49
PH25485,HDI,3,3,ph,49
PH25491,HDI,3,1,ph,49
PH25497,HDI,3,3,ph,49
PH25500,HDI,3,12,ph,49
PH25504,HDI,3,3,ph,49
PH25511,HDI,3,1,ph,49
PH25513,HDI,3,3,ph,49
PH25514,HDI,3,12,ph,49
PH25520,HDI,3,12,ph,49
PH25525,HDI,3,12,ph,49
PH25527,HDI,3,12,ph,49
PH25529,HDI,3,3,ph,49
PH25531,HDI,3,14,ph,49
PH25533,HDI,3,14,ph,49
PH25534,HDI,3,3,ph,49
PH25535,HDI,3,12,ph,49
PH25539,HDI,3,12,ph,49
PH25541,HDI,3,12,ph,49
PH25542,HDI,3,14,ph,49
PH25543,HDI,3,3,ph,49
PH25544,HDI,3,3,ph,49
PH25545,HDI,3,3,ph,49
PH25559,HDI,3,3,ph,49
PH25560,HDI,3,12,ph,49
PH25561,HDI,3,12,ph,49
PH25563,HDI,3,14,ph,49
PH25564,HDI,3,3,ph,49
PH25565,HDI,3,3,ph,49
PH25569,HDI,3,12,ph,49
PH25571,HDI,3,12,ph,49
PH25572,HDI,3,3,ph,49
PH25574,HDI,3,12,ph,49
PH25577,HDI,3,12,ph,49
PH25579,HDI,3,14,ph,49
